quality_tier,quality_score,discovery_source,registry_journal,title,year,doi,url,rights_class,authority_rank,topics,dossier_use_buckets,citation_count,abstract
B,7,crossref,Journal of Aesthetic Nursing,Correction and management of dermal filler misplacement post lip augmentation,2014,10.12968/joan.2014.3.6.286,https://doi.org/10.12968/joan.2014.3.6.286,unknown,4,dermal_fillers,clinical_gateway_source; timing_maintenance,1,"This paper outlines a case study of a 30-year-old woman who presented to the author, an aesthetic nurse consultant, with concerns about her lip after having a dermal filler injected a few weeks before. During her consultation, it was discovered that she was initially seen by another aesthetic nurse practitioner in the US, who injected a hyaluronic acid (HA) based dermal filler for the purpose of lip volume augmentation. This case study will reflect on how the patient was assessed and treated, considering accountability, legal and ethical issues, as well as concordance with the medical advice given to the patient. The author will also discuss diagnosis and differential diagnosis, and describe the best available treatment options that were sought to resolve the patient's condition."
B,7,openalex,Journal of Aesthetic Nursing,Effects of radiation exposure on dermal collagen: A multi modal approach,2020,10.1117/12.2549843,https://doi.org/10.1117/12.2549843,open_access_cc_by,4,lasers_energy_devices,source_only_reference,0,"Intense pulsed light (IPL) is a high-intensity treatment for skin disorders and ageing. As this treatment regime is often poorly regulated and inadequately studied, we investigate IPL as a cosmetic device and its effects on dermal collagen components of the skin. Biopsies from the back-neck folds of a 4-week-old, 25 kg large white pig were irradiated with intense pulsed light (IPL) (l= 584 nm) at an increased radiation dose of 40 J/cm<sup>2</sup> once, thrice and ten times. Samples were cryo-sectioned (10 &mu;m) and stained with picro sirrus red. Ex-vivo biopsies were assessed with polarized light microscopy (PLM), atomic force microscopy (AFM) and scanning acoustic microscopy. Customized software was used to map the sound speed and attenuation on the ultrasonic images Differences in collagen structure were observed between all three levels of irradiation progressing depth-wise into the epidermis. Ex-vivo porcine tissue demonstrated loss of D-banding and gelatinization with increasing dermal depth with higher intensities. Acoustic microscopy demonstrated a significant decrease in sound speed and attenuation that relates to the number of exposures. Sound speed decreases at much faster rates than attenuation."
B,7,crossref,Journal of Aesthetic Nursing,Evidence-based management of melasma: contributing factors and treatment options,2016,10.12968/joan.2016.5.8.374,https://doi.org/10.12968/joan.2016.5.8.374,unknown,4,lasers_energy_devices; skin_quality_peels,clinical_gateway_source,0,"Melasma, a skin condition of adults in which light to dark brown or greyish patches of pigmentation develop mainly on facial skin, is one of the most common pigmentary disorders seen by health professionals. The condition is more common in women, especially those with darker skin types, than in men; however, one in four men with darker skin types can be affected. Treating melasma poses challenges for health professionals due to its multifactorial pathology. Even though melasma is a widely recognised cause of significant psychological distress, there is a lack of systematic and clinically usable treatment algorithms and guidelines for melasma management. This article explores the causes of epidemiology of melasma and explains recommended treatments. Aesthetic practitioners are well placed to offer patient education and provide corrective treatments, including topical solutions, sun protection, chemical peels and laser procedures."
B,7,crossref,Journal of Aesthetic Nursing,Laser skin rejuvenation: common complications and risk management,2015,10.12968/joan.2015.4.sup8.20,https://doi.org/10.12968/joan.2015.4.sup8.20,unknown,4,lasers_energy_devices; skin_quality_peels,safety_floor,0,"Cosmetic interventions are continually developing to help consumers find risk-free solutions to their appearance woes. Although laser skin resurfacing has been a successful treatment of this kind, the risks associated with any procedure should be investigated fully. Naomi Di-Scala outlines the types of laser skin resurfacing and discusses the potential side effects for all practitioners to be aware of"
B,7,crossref,Journal of Aesthetic Nursing,Managing dermal filler complications part 2: nodules and granulomas,2014,10.12968/joan.2014.3.7.331,https://doi.org/10.12968/joan.2014.3.7.331,unknown,4,dermal_fillers; skin_quality_peels,safety_floor,0,"Injectable soft tissue fillers have become an increasingly popular option for patients seeking facial rejuvenation. Their rise in popularity has been driven by a number of factors, most notably their minimally invasive nature. However, despite this, it is important for aesthetic practitioners to be aware that various complications can still occur. Fortunately, the majority of dermal filler adverse events are minor and transient, although the patient may consider them aesthetically displeasing and unacceptable. Major complications are rare, but can produce permanent, disfiguring damage. This article explores the development of nodules and granulomas following the administration of dermal fillers and outlines several treatment options, with the goal of helping practitioners to better understand the aetiology of inflammatory nodules and tailor their treatment strategies for this complication."
B,7,crossref,Journal of Aesthetic Nursing,Mesotherapy for skin rejuvenation: a brief and practical insight for aesthetic practitioners,2021,10.12968/joan.2021.10.4.138,https://doi.org/10.12968/joan.2021.10.4.138,unknown,4,skin_quality_peels,clinical_gateway_source,0,"Smooth and even skin possesses a form of magnetism, and people understand it as the external manifestation of a healthy lifestyle. New studies reveal the efficacy of mesotherapy in reducing external signs of ageing, such as wrinkles, large pores, sun damage and loss of glow, elasticity and firmness. The capacity of mesotherapy to stimulate and repair the mechanisms of the skin, creating a suitable environment for the fibroblasts to produce elastin and collagen, offers an effective long-lasting answer to most age-related skin concerns. The full practical aspects needed to perform mesotherapy treatments must be covered in training sessions in person, as the accuracy of mesotherapy depends on many considerations. To practice mesotherapy, practitioners need to have a deep theoretical understanding of the ageing process and of the techniques and materials that are used in mesotherapy."
B,7,crossref,Journal of Aesthetic Nursing,Practice standard for the management of dermal filler complications,2019,10.12968/joan.2019.8.7.340,https://doi.org/10.12968/joan.2019.8.7.340,unknown,4,dermal_fillers,safety_floor,0,"In recent years, a great deal of attention has been paid to the diagnosis and management of complications arising from the use of dermal fillers. However, alongside the clinical factors, professional considerations must not be neglected, because to do so can lead to often avoidable claims"
B,7,crossref,Journal of Aesthetic Nursing,Profhilo Structura for skin rejuvenation,2025,10.12968/joan.2024.0054,https://doi.org/10.12968/joan.2024.0054,unknown,4,dermal_fillers; skin_quality_peels,clinical_gateway_source; timing_maintenance; structured_taxonomy_support,0,"Profhilo Structura, a skin treatment by IBSA Derma, uses stabilised hybrid cooperative complexes (HCCs) of high and low molecular weight hyaluronic acid (HA) to enhance skin hydration, firmness and texture. This case study examines its effects on a 54-year-old female with sun damage, dyschromia, and lower face skin laxity. Treatment plan: two sessions of Profhilo Structura were performed, spaced four weeks apart, targeting skin laxity and sagging in the lower face. The patient, classified as a ‘sagger’, sought to improve firmness without dermal filler use. Methods: a 22-gauge cannula was used to administer the product along the zygomatic arch and pre-auricular area. The treatment was minimally uncomfortable, rated at 2/10 (NRS)."
B,7,crossref,Journal of Aesthetic Nursing,"Using cannulas for dermal filler placement: why, when and how?",2019,10.12968/joan.2019.8.5.230,https://doi.org/10.12968/joan.2019.8.5.230,unknown,4,dermal_fillers,safety_floor; structured_taxonomy_support,0,"Traditionally, dermal fillers have been administered to the face using a hypodermic needle. However, injecting using cannulas has become increasingly popular over the past decade, due to the changing goals of treatment, aims to improve patient experience and attemting to prevent complications. Many dermal filler products are now sold packaged with both a needle and a cannula in order to give the practitioner the choice of injection tool. It is therefore essential that the aesthetic practitioner is well educated on the topic of how to select the best injection tool for a procedure. This article aims to asses why we have seen an increase in the use of cannulas in administering this procedure, with the hope of helping the aesthetic practitioner to make the best decision regarding injection tools."
B,7,openalex,Journal of Aesthetic Nursing,When can acyclovir be prescribed when treating the lips and oral commissures?,2017,10.12968/joan.2017.6.10.576,https://doi.org/10.12968/joan.2017.6.10.576,open_access_cc_by,4,dermal_fillers,structured_taxonomy_support,0,"Herpes simplex virus affects billions of people around the world, and its activation can be triggered by the injection of dermal fillers in and around the lips. Amanda Hewlett looks at whether the aesthetic nurse practioner should be prophylactically prescribing acyclovir to patients with a history of herpes simplex who are considering augmentation in this area"
B,7,openalex,Journal of Clinical and Cosmetic Dermatology,Keloid Excision with Debulking Technique on the Lobule Auricle Sinistra,2022,10.16966/2576-2826.165,https://doi.org/10.16966/2576-2826.165,open_access_cc_by,3,lasers_energy_devices; medspa_general,timing_maintenance; structured_taxonomy_support,1,"Introduction: Keloids are fibroproliferative lesions caused by abnormal wound healing and are characterized by excessive collagen deposits that cannot heal spontaneously. Keloid in the ear is a challenging condition to be treated by doctors, especially the large ones. This condition has a psychosocial impact on the patient and a consideration for appearance is often the main reason for patients seeking to cure keloids, although there is a high possibility of keloid recurrence. Out of various keloid therapy options, one method that can be done is surgical excision therapy with debulking technique. Case report: A case of keloids in left ear lobule measuring 2.5 cm × 3 cm is reported after the patient does ear piercing with complaints of slight itch and aesthetical disturbance. Keloids enlarge 6 months after piercing. The case is treated by debulking excision surgery using local anesthesia Pehacain® (lidocaine 2% + adrenaline 1:80,000). At the end of the wound closure, 40 mg of triamcinolone acetone is given. It is regiven one week after the stitches are removed and repeatedly every 2 weeks for 4 times. Excision surgical results are good and the patient feels satisfied. Conclusion: Excision surgery with debulking technique is chosen because of the large size of the lesion and to ensure there is no residual keloid tissue at the site of predilection. Corticosteroid injection is given immediately after excision to decrease fibroblast proliferation, collagen and glycosaminoglycan synthesis and suppress proinflammatory mediators in order to prevent keloid recurrence."
